"TIME","GEO","UNIT","PURPOSE","DURATION","PARTNER","ACCOMMOD","EXPEND","Value"
"2015","Estonia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","123.85"
"2015","Estonia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","16.22"
"2015","Estonia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","37.23"
"2015","Estonia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","16.1"
"2015","Estonia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","208.54"
"2015","Estonia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","27.26"
"2015","Ireland","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","72.08"
"2015","Ireland","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","27.25"
"2015","Ireland","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","245.84"
"2015","Ireland","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","31.43"
"2015","Ireland","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","107.68"
"2015","Ireland","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","65.58"
"2015","Ireland","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","366.4"
"2015","Ireland","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","97.7"
"2015","Greece","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","42.38"
"2015","Greece","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","4.22"
"2015","Greece","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","85.18"
"2015","Greece","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","8.24"
"2015","Greece","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","63.39"
"2015","Greece","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","9.3"
"2015","Greece","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","210.94"
"2015","Greece","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","31.28"
"2015","Spain","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","38.3"
"2015","Spain","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","9.81"
"2015","Spain","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","195.78"
"2015","Spain","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","21.85"
"2015","Spain","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","104.38"
"2015","Spain","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","40.76"
"2015","Spain","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","257.13"
"2015","Spain","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","46.95"
"2015","France","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","65.89"
"2015","France","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","12.23"
"2015","France","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","287.62"
"2015","France","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","32.35"
"2015","France","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","120.87"
"2015","France","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","38.32"
"2015","France","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","297.76"
"2015","France","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","70.45"
"2015","Croatia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","30.49"
"2015","Croatia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","4.94"
"2015","Croatia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","88.66"
"2015","Croatia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","11.87"
"2015","Croatia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","119.81"
"2015","Croatia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","26.39"
"2015","Croatia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","256.41"
"2015","Croatia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","50.86"
"2015","Italy","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","123.33"
"2015","Italy","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","22.88"
"2015","Italy","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","173.74"
"2015","Italy","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","18.92"
"2015","Italy","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","110.58"
"2015","Italy","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","41.59"
"2015","Italy","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","330.95"
"2015","Italy","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","56.48"
"2015","Cyprus","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","35.28"
"2015","Cyprus","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","13.56"
"2015","Cyprus","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","170.96"
"2015","Cyprus","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","13.74"
"2015","Cyprus","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","65.03"
"2015","Cyprus","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","34.45"
"2015","Cyprus","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","375.29"
"2015","Cyprus","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","52.28"
"2015","Latvia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","4.81"
"2015","Latvia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","2.18"
"2015","Latvia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","95.77"
"2015","Latvia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","17.28"
"2015","Latvia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","20.48"
"2015","Latvia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","10.72"
"2015","Latvia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","275.92"
